account_id,amount,iso_currency_code,unofficial_currency_code,category,category_id,date,name,merchant_name,payment_channel,pending,transaction_id,transaction_type,location.address,location.city,location.region,location.postal_code,location.country,location.lat,location.lon,location.store_number
account_7,543.83,USD,,"['Entertainment', 'Movies']",15661535,9/21/23,Landmark Theatres,Landmark Theatres,in store,TRUE,transaction_1497,place,123 Example St,Los Angeles,IL,94071,US,,,3020
account_8,1851.04,USD,,"['Transportation', 'Ride Share']",18338834,10/18/23,Lyft,Lyft,in store,FALSE,transaction_1498,place,123 Example St,New York,CA,49256,US,,,4369
account_9,441.85,USD,,"['Entertainment', 'Movies']",15787160,4/10/23,Alamo Drafthouse,Alamo Drafthouse,in store,TRUE,transaction_1499,place,123 Example St,New York,CA,83854,US,,,4441
account_0,1796.32,USD,,"['Clothing', 'Apparel']",18407064,8/19/23,Levi's,Levi's,in store,TRUE,transaction_1500,place,123 Example St,San Francisco,NY,21474,US,,,129
account_1,1562.48,USD,,"['Entertainment', 'Movies']",17640497,6/24/23,Alamo Drafthouse,Alamo Drafthouse,in store,FALSE,transaction_1501,place,123 Example St,New York,CA,40168,US,,,1002
account_2,1817.69,USD,,"['Transportation', 'Ride Share']",17901442,1/2/24,Uber,Uber,in store,TRUE,transaction_1502,place,123 Example St,Houston,NY,20586,US,,,3000
account_3,267.94,USD,,"['Clothing', 'Apparel']",15008537,9/3/23,Levi's,Levi's,in store,FALSE,transaction_1503,place,123 Example St,Chicago,TX,12715,US,,,1747
account_4,355.47,USD,,"['Shops', 'Supermarkets and Groceries']",15953981,11/9/23,Walmart,Walmart,in store,TRUE,transaction_1504,place,123 Example St,New York,NY,68492,US,,,639
account_5,1786.74,USD,,"['Clothing', 'Apparel']",13121625,6/2/23,Levi's,Levi's,in store,FALSE,transaction_1505,place,123 Example St,Houston,CA,94040,US,,,3428
account_6,514.19,USD,,"['Entertainment', 'Movies']",16353543,10/14/23,Cinemark,Cinemark,in store,TRUE,transaction_1506,place,123 Example St,Chicago,CA,80228,US,,,3186
account_7,402.23,USD,,"['Food and Drink', 'Restaurants']",16974210,10/26/23,Dunkin',Dunkin',in store,TRUE,transaction_1507,place,123 Example St,San Francisco,IL,18431,US,,,2315
account_8,1556.65,USD,,"['Food and Drink', 'Restaurants']",17697677,1/15/24,Starbucks,Starbucks,in store,FALSE,transaction_1508,place,123 Example St,Los Angeles,CA,10494,US,,,2856
account_9,962.73,USD,,"['Shops', 'Supermarkets and Groceries']",15315954,10/20/23,Walmart,Walmart,in store,TRUE,transaction_1509,place,123 Example St,Chicago,NY,68795,US,,,3396
account_0,318.8,USD,,"['Technology', 'Electronics']",17849492,2/8/24,Microsoft Store,Microsoft Store,in store,FALSE,transaction_1510,place,123 Example St,Chicago,NY,75029,US,,,2691
account_1,914.79,USD,,"['Transportation', 'Ride Share']",17336464,5/11/23,Lyft,Lyft,in store,TRUE,transaction_1511,place,123 Example St,New York,IL,15329,US,,,3745
account_2,277.42,USD,,"['Travel', 'Airlines']",18533151,8/18/23,United Airlines,United Airlines,in store,TRUE,transaction_1512,place,123 Example St,Los Angeles,CA,99752,US,,,4812
account_3,1126.25,USD,,"['Shops', 'Supermarkets and Groceries']",18219644,11/28/23,Costco,Costco,in store,TRUE,transaction_1513,place,123 Example St,Houston,NY,49741,US,,,1762
account_4,354.69,USD,,"['Transportation', 'Ride Share']",14747676,9/8/23,Uber,Uber,in store,FALSE,transaction_1514,place,123 Example St,Los Angeles,CA,55186,US,,,813
account_5,1700.84,USD,,"['Clothing', 'Apparel']",15536505,9/9/23,Old Navy,Old Navy,in store,FALSE,transaction_1515,place,123 Example St,Chicago,NY,72640,US,,,4269
account_6,1501.75,USD,,"['Transportation', 'Ride Share']",13341078,2/26/23,Uber,Uber,in store,FALSE,transaction_1516,place,123 Example St,Chicago,NY,80006,US,,,4594
account_7,1910.66,USD,,"['Food and Drink', 'Restaurants']",13281495,9/27/23,Subway,Subway,in store,FALSE,transaction_1517,place,123 Example St,Houston,NY,91896,US,,,2190
account_8,1544.3,USD,,"['Food and Drink', 'Restaurants']",16179568,12/2/23,Dunkin',Dunkin',in store,FALSE,transaction_1518,place,123 Example St,Los Angeles,NY,99745,US,,,3869
account_9,1208.43,USD,,"['Entertainment', 'Movies']",17073070,1/9/24,Landmark Theatres,Landmark Theatres,in store,TRUE,transaction_1519,place,123 Example St,San Francisco,NY,20013,US,,,2814
account_0,1505.58,USD,,"['Travel', 'Airlines']",16857847,2/6/24,American Airlines,American Airlines,in store,FALSE,transaction_1520,place,123 Example St,San Francisco,CA,85883,US,,,3870
account_1,1005.71,USD,,"['Technology', 'Electronics']",18413440,1/24/24,Best Buy,Best Buy,in store,TRUE,transaction_1521,place,123 Example St,San Francisco,CA,80899,US,,,3449
account_2,250.16,USD,,"['Entertainment', 'Movies']",14130162,6/5/23,Regal Cinemas,Regal Cinemas,in store,FALSE,transaction_1522,place,123 Example St,New York,TX,26423,US,,,2073
account_3,1771.33,USD,,"['Travel', 'Airlines']",18747390,4/21/23,United Airlines,United Airlines,in store,FALSE,transaction_1523,place,123 Example St,San Francisco,TX,82718,US,,,2716
account_4,464.15,USD,,"['Travel', 'Airlines']",15073600,2/5/24,United Airlines,United Airlines,in store,TRUE,transaction_1524,place,123 Example St,Houston,NY,79164,US,,,4657
account_5,839.25,USD,,"['Entertainment', 'Movies']",15699125,9/30/23,Alamo Drafthouse,Alamo Drafthouse,in store,TRUE,transaction_1525,place,123 Example St,Los Angeles,NY,10039,US,,,4554
account_6,672.47,USD,,"['Clothing', 'Apparel']",18666192,11/7/23,Under Armour,Under Armour,in store,FALSE,transaction_1526,place,123 Example St,Houston,TX,88956,US,,,1144
account_7,303.59,USD,,"['Transportation', 'Ride Share']",18271010,5/17/23,Uber,Uber,in store,FALSE,transaction_1527,place,123 Example St,New York,NY,30793,US,,,4838
account_8,842.87,USD,,"['Travel', 'Airlines']",17644889,2/24/23,Delta Airlines,Delta Airlines,in store,TRUE,transaction_1528,place,123 Example St,Chicago,CA,35380,US,,,1855
account_9,1068.06,USD,,"['Technology', 'Electronics']",18398028,9/19/23,Best Buy,Best Buy,in store,TRUE,transaction_1529,place,123 Example St,New York,NY,24610,US,,,1665
account_0,1796.66,USD,,"['Transportation', 'Ride Share']",14814613,2/20/23,Uber,Uber,in store,TRUE,transaction_1530,place,123 Example St,Chicago,IL,62958,US,,,4791
account_1,1094.22,USD,,"['Food and Drink', 'Restaurants']",14463515,3/30/23,Starbucks,Starbucks,in store,FALSE,transaction_1531,place,123 Example St,New York,IL,69248,US,,,3597
account_2,1922.69,USD,,"['Technology', 'Electronics']",13476806,1/12/24,Sony,Sony,in store,TRUE,transaction_1532,place,123 Example St,Houston,TX,15289,US,,,2139
account_3,1221.1,USD,,"['Food and Drink', 'Restaurants']",17446857,8/3/23,McDonald's,McDonald's,in store,FALSE,transaction_1533,place,123 Example St,Los Angeles,CA,49801,US,,,3274
account_4,577.54,USD,,"['Technology', 'Electronics']",16191798,4/23/23,Best Buy,Best Buy,in store,TRUE,transaction_1534,place,123 Example St,New York,NY,92521,US,,,2883
account_5,1081.28,USD,,"['Shops', 'Supermarkets and Groceries']",17652724,8/2/23,Costco,Costco,in store,FALSE,transaction_1535,place,123 Example St,New York,IL,10011,US,,,4802
account_6,1966.11,USD,,"['Transportation', 'Ride Share']",16108250,8/31/23,Lyft,Lyft,in store,FALSE,transaction_1536,place,123 Example St,Los Angeles,TX,46867,US,,,2492
account_7,1722.05,USD,,"['Entertainment', 'Movies']",17574967,8/3/23,Cinemark,Cinemark,in store,TRUE,transaction_1537,place,123 Example St,Houston,CA,91225,US,,,4986
account_8,65.12,USD,,"['Travel', 'Airlines']",17751230,5/2/23,JetBlue,JetBlue,in store,FALSE,transaction_1538,place,123 Example St,Houston,NY,34045,US,,,740
account_9,778.17,USD,,"['Entertainment', 'Movies']",15820530,11/9/23,Alamo Drafthouse,Alamo Drafthouse,in store,TRUE,transaction_1539,place,123 Example St,Los Angeles,NY,30399,US,,,2853
account_0,574.71,USD,,"['Entertainment', 'Movies']",14841062,9/22/23,Cinemark,Cinemark,in store,TRUE,transaction_1540,place,123 Example St,New York,TX,86207,US,,,1541
account_1,1180.7,USD,,"['Food and Drink', 'Restaurants']",16620089,3/29/23,Subway,Subway,in store,TRUE,transaction_1541,place,123 Example St,Chicago,TX,30166,US,,,1797
account_2,670.11,USD,,"['Entertainment', 'Movies']",14338498,1/27/24,AMC Theaters,AMC Theaters,in store,FALSE,transaction_1542,place,123 Example St,San Francisco,CA,91747,US,,,1879
account_3,29.03,USD,,"['Shops', 'Supermarkets and Groceries']",17824511,2/27/23,Walmart,Walmart,in store,TRUE,transaction_1543,place,123 Example St,Houston,IL,24250,US,,,3835
account_4,1588.57,USD,,"['Travel', 'Airlines']",13407051,11/20/23,Delta Airlines,Delta Airlines,in store,TRUE,transaction_1544,place,123 Example St,Los Angeles,IL,84972,US,,,779
account_5,1508.23,USD,,"['Clothing', 'Apparel']",16526762,7/7/23,Levi's,Levi's,in store,FALSE,transaction_1545,place,123 Example St,Houston,NY,45853,US,,,2901
account_6,1243.42,USD,,"['Technology', 'Electronics']",15027635,3/19/23,Apple Store,Apple Store,in store,TRUE,transaction_1546,place,123 Example St,Los Angeles,CA,52563,US,,,395
account_7,910.1,USD,,"['Food and Drink', 'Restaurants']",14130876,11/12/23,Dunkin',Dunkin',in store,TRUE,transaction_1547,place,123 Example St,Chicago,TX,73748,US,,,2208
account_8,1200.13,USD,,"['Shops', 'Supermarkets and Groceries']",13532238,5/19/23,Whole Foods,Whole Foods,in store,TRUE,transaction_1548,place,123 Example St,Chicago,TX,20037,US,,,4553
account_9,1715.08,USD,,"['Transportation', 'Ride Share']",13491061,9/8/23,Uber,Uber,in store,FALSE,transaction_1549,place,123 Example St,Houston,IL,39965,US,,,4894
account_0,1929.78,USD,,"['Travel', 'Airlines']",15861971,7/3/23,United Airlines,United Airlines,in store,FALSE,transaction_1550,place,123 Example St,Houston,IL,15539,US,,,3804
account_1,1791.25,USD,,"['Entertainment', 'Movies']",16319395,2/23/23,AMC Theaters,AMC Theaters,in store,FALSE,transaction_1551,place,123 Example St,Los Angeles,NY,33819,US,,,3661
account_2,379.94,USD,,"['Technology', 'Electronics']",17808303,7/26/23,Samsung,Samsung,in store,FALSE,transaction_1552,place,123 Example St,Houston,TX,60767,US,,,645
account_3,548.21,USD,,"['Clothing', 'Apparel']",13076626,1/17/24,Levi's,Levi's,in store,TRUE,transaction_1553,place,123 Example St,New York,CA,75746,US,,,1321
account_4,1884.79,USD,,"['Food and Drink', 'Restaurants']",14241627,3/23/23,Dunkin',Dunkin',in store,TRUE,transaction_1554,place,123 Example St,Houston,CA,73065,US,,,2598
account_5,770.87,USD,,"['Technology', 'Electronics']",14083329,1/12/24,Best Buy,Best Buy,in store,TRUE,transaction_1555,place,123 Example St,Los Angeles,NY,66420,US,,,3360
account_6,116.52,USD,,"['Shops', 'Supermarkets and Groceries']",18253777,6/5/23,Kroger,Kroger,in store,FALSE,transaction_1556,place,123 Example St,Houston,CA,93799,US,,,4957
account_7,820.1,USD,,"['Shops', 'Supermarkets and Groceries']",16347721,10/19/23,Walmart,Walmart,in store,FALSE,transaction_1557,place,123 Example St,Los Angeles,CA,35709,US,,,2298
account_8,1998.67,USD,,"['Transportation', 'Ride Share']",14679213,7/14/23,Uber,Uber,in store,TRUE,transaction_1558,place,123 Example St,Houston,NY,76926,US,,,761
account_9,1153.18,USD,,"['Clothing', 'Apparel']",18005242,3/2/23,Levi's,Levi's,in store,FALSE,transaction_1559,place,123 Example St,Chicago,TX,51637,US,,,1238
account_0,753.65,USD,,"['Entertainment', 'Movies']",14787525,6/18/23,Alamo Drafthouse,Alamo Drafthouse,in store,TRUE,transaction_1560,place,123 Example St,San Francisco,CA,75649,US,,,486
account_1,700.13,USD,,"['Food and Drink', 'Restaurants']",17133309,4/22/23,McDonald's,McDonald's,in store,FALSE,transaction_1561,place,123 Example St,New York,IL,24404,US,,,4078
account_2,1463.08,USD,,"['Entertainment', 'Movies']",15501074,7/9/23,Landmark Theatres,Landmark Theatres,in store,TRUE,transaction_1562,place,123 Example St,Chicago,NY,11862,US,,,3708
account_3,1269.05,USD,,"['Transportation', 'Ride Share']",16882058,2/28/23,Lyft,Lyft,in store,FALSE,transaction_1563,place,123 Example St,Los Angeles,TX,71045,US,,,2846
account_4,526.9,USD,,"['Technology', 'Electronics']",18118493,3/28/23,Samsung,Samsung,in store,FALSE,transaction_1564,place,123 Example St,San Francisco,TX,45021,US,,,3158
account_5,356.15,USD,,"['Shops', 'Supermarkets and Groceries']",15866893,9/28/23,Whole Foods,Whole Foods,in store,FALSE,transaction_1565,place,123 Example St,New York,IL,56424,US,,,3063
account_6,1648.16,USD,,"['Food and Drink', 'Restaurants']",15967137,7/26/23,Chipotle,Chipotle,in store,FALSE,transaction_1566,place,123 Example St,Los Angeles,CA,60792,US,,,2182
account_7,1850.36,USD,,"['Shops', 'Supermarkets and Groceries']",13024613,3/11/23,Kroger,Kroger,in store,FALSE,transaction_1567,place,123 Example St,Houston,NY,57163,US,,,4638
account_8,1163.35,USD,,"['Transportation', 'Ride Share']",16834808,3/26/23,Uber,Uber,in store,TRUE,transaction_1568,place,123 Example St,San Francisco,NY,13495,US,,,398
account_9,1402.87,USD,,"['Technology', 'Electronics']",19012461,2/20/23,Best Buy,Best Buy,in store,FALSE,transaction_1569,place,123 Example St,New York,CA,56283,US,,,3777
account_0,636.65,USD,,"['Shops', 'Supermarkets and Groceries']",18260415,3/27/23,Kroger,Kroger,in store,TRUE,transaction_1570,place,123 Example St,San Francisco,IL,36102,US,,,164
account_1,1540.43,USD,,"['Clothing', 'Apparel']",17776195,4/3/23,Under Armour,Under Armour,in store,FALSE,transaction_1571,place,123 Example St,New York,IL,74046,US,,,2250
account_2,1166.49,USD,,"['Entertainment', 'Movies']",15217624,3/14/23,Landmark Theatres,Landmark Theatres,in store,FALSE,transaction_1572,place,123 Example St,Houston,NY,81491,US,,,1737
account_3,458.92,USD,,"['Technology', 'Electronics']",16943408,1/5/24,Sony,Sony,in store,FALSE,transaction_1573,place,123 Example St,San Francisco,NY,90170,US,,,1013
account_4,370.71,USD,,"['Travel', 'Airlines']",13795455,10/7/23,JetBlue,JetBlue,in store,FALSE,transaction_1574,place,123 Example St,San Francisco,TX,42965,US,,,4320
account_5,1340.39,USD,,"['Shops', 'Supermarkets and Groceries']",16325510,2/9/24,Target,Target,in store,TRUE,transaction_1575,place,123 Example St,Chicago,TX,44033,US,,,1166
account_6,1868.05,USD,,"['Shops', 'Supermarkets and Groceries']",14006408,12/25/23,Costco,Costco,in store,TRUE,transaction_1576,place,123 Example St,New York,NY,61515,US,,,4460
account_7,545.61,USD,,"['Travel', 'Airlines']",13718703,1/30/24,Southwest Airlines,Southwest Airlines,in store,FALSE,transaction_1577,place,123 Example St,Houston,TX,79276,US,,,4028
account_8,117.63,USD,,"['Travel', 'Airlines']",18661013,4/15/23,American Airlines,American Airlines,in store,FALSE,transaction_1578,place,123 Example St,Houston,TX,44018,US,,,830
account_9,1219.61,USD,,"['Food and Drink', 'Restaurants']",13613872,4/18/23,Dunkin',Dunkin',in store,FALSE,transaction_1579,place,123 Example St,Houston,NY,29569,US,,,2324
account_0,67.76,USD,,"['Travel', 'Airlines']",13872438,3/18/23,Delta Airlines,Delta Airlines,in store,TRUE,transaction_1580,place,123 Example St,San Francisco,CA,70844,US,,,2240
account_1,705.16,USD,,"['Clothing', 'Apparel']",13733982,5/24/23,Under Armour,Under Armour,in store,FALSE,transaction_1581,place,123 Example St,Los Angeles,IL,88428,US,,,319
account_2,1651.14,USD,,"['Food and Drink', 'Restaurants']",16660970,10/28/23,Chipotle,Chipotle,in store,TRUE,transaction_1582,place,123 Example St,San Francisco,TX,75461,US,,,3034
account_3,1256.28,USD,,"['Transportation', 'Ride Share']",16283063,8/16/23,Lyft,Lyft,in store,TRUE,transaction_1583,place,123 Example St,San Francisco,NY,52106,US,,,3490
account_4,1749.78,USD,,"['Travel', 'Airlines']",18406864,9/21/23,JetBlue,JetBlue,in store,TRUE,transaction_1584,place,123 Example St,Los Angeles,NY,23402,US,,,3908
account_5,468.02,USD,,"['Clothing', 'Apparel']",15244642,12/26/23,Levi's,Levi's,in store,TRUE,transaction_1585,place,123 Example St,Chicago,IL,80103,US,,,346
account_6,1345.75,USD,,"['Transportation', 'Ride Share']",18811652,12/5/23,Uber,Uber,in store,FALSE,transaction_1586,place,123 Example St,Chicago,CA,33060,US,,,555
account_7,834.13,USD,,"['Entertainment', 'Movies']",13284645,6/21/23,Regal Cinemas,Regal Cinemas,in store,FALSE,transaction_1587,place,123 Example St,Chicago,TX,93981,US,,,2752
account_8,136.81,USD,,"['Shops', 'Supermarkets and Groceries']",15992097,9/7/23,Kroger,Kroger,in store,FALSE,transaction_1588,place,123 Example St,New York,TX,77913,US,,,1326
account_9,1347.42,USD,,"['Clothing', 'Apparel']",15110949,11/28/23,Adidas,Adidas,in store,FALSE,transaction_1589,place,123 Example St,Chicago,CA,49240,US,,,3372
account_0,43.99,USD,,"['Technology', 'Electronics']",16611849,6/5/23,Sony,Sony,in store,TRUE,transaction_1590,place,123 Example St,San Francisco,CA,82281,US,,,4997
account_1,785.6,USD,,"['Food and Drink', 'Restaurants']",13391951,1/18/24,McDonald's,McDonald's,in store,FALSE,transaction_1591,place,123 Example St,San Francisco,NY,82943,US,,,2347
account_2,181.79,USD,,"['Travel', 'Airlines']",14340290,7/7/23,Southwest Airlines,Southwest Airlines,in store,FALSE,transaction_1592,place,123 Example St,New York,CA,90833,US,,,534
account_3,1479.29,USD,,"['Clothing', 'Apparel']",14473087,6/13/23,Nike,Nike,in store,FALSE,transaction_1593,place,123 Example St,Chicago,CA,30430,US,,,1911
account_4,1780.41,USD,,"['Food and Drink', 'Restaurants']",13732462,9/6/23,Dunkin',Dunkin',in store,FALSE,transaction_1594,place,123 Example St,Los Angeles,IL,86661,US,,,229
account_5,1265.9,USD,,"['Shops', 'Supermarkets and Groceries']",18212273,8/1/23,Target,Target,in store,FALSE,transaction_1595,place,123 Example St,San Francisco,IL,23680,US,,,3287
account_6,1913.4,USD,,"['Food and Drink', 'Restaurants']",16490597,10/17/23,Starbucks,Starbucks,in store,TRUE,transaction_1596,place,123 Example St,San Francisco,CA,77508,US,,,4596
account_7,1758.03,USD,,"['Transportation', 'Ride Share']",16103082,7/1/23,Lyft,Lyft,in store,FALSE,transaction_1597,place,123 Example St,Los Angeles,IL,21862,US,,,3943
account_8,346.72,USD,,"['Clothing', 'Apparel']",15323669,1/10/24,Old Navy,Old Navy,in store,FALSE,transaction_1598,place,123 Example St,Chicago,TX,24706,US,,,965
account_9,1161.72,USD,,"['Entertainment', 'Movies']",16372988,11/19/23,Alamo Drafthouse,Alamo Drafthouse,in store,TRUE,transaction_1599,place,123 Example St,Los Angeles,CA,64979,US,,,2756
account_0,1301.25,USD,,"['Shops', 'Supermarkets and Groceries']",16524325,3/1/23,Target,Target,in store,FALSE,transaction_1600,place,123 Example St,Los Angeles,CA,35460,US,,,1097
account_1,499.01,USD,,"['Transportation', 'Ride Share']",15095343,6/9/23,Uber,Uber,in store,FALSE,transaction_1601,place,123 Example St,Los Angeles,CA,65313,US,,,3627
account_2,1239.74,USD,,"['Shops', 'Supermarkets and Groceries']",13624982,11/26/23,Kroger,Kroger,in store,FALSE,transaction_1602,place,123 Example St,New York,IL,69965,US,,,1403
account_3,773.33,USD,,"['Transportation', 'Ride Share']",17148632,6/19/23,Lyft,Lyft,in store,FALSE,transaction_1603,place,123 Example St,San Francisco,IL,33035,US,,,1783
account_4,1371.34,USD,,"['Shops', 'Supermarkets and Groceries']",18416473,1/20/24,Kroger,Kroger,in store,TRUE,transaction_1604,place,123 Example St,Los Angeles,IL,38183,US,,,545
account_5,48.33,USD,,"['Travel', 'Airlines']",16768885,8/30/23,American Airlines,American Airlines,in store,TRUE,transaction_1605,place,123 Example St,Chicago,TX,10863,US,,,788
account_6,970.19,USD,,"['Shops', 'Supermarkets and Groceries']",14271694,7/13/23,Costco,Costco,in store,TRUE,transaction_1606,place,123 Example St,Los Angeles,IL,66057,US,,,547
account_7,28.82,USD,,"['Food and Drink', 'Restaurants']",14712799,6/18/23,McDonald's,McDonald's,in store,FALSE,transaction_1607,place,123 Example St,San Francisco,TX,41064,US,,,4911
account_8,764.05,USD,,"['Travel', 'Airlines']",13266706,2/3/24,Delta Airlines,Delta Airlines,in store,TRUE,transaction_1608,place,123 Example St,Houston,NY,63383,US,,,429
account_9,143.55,USD,,"['Transportation', 'Ride Share']",18576392,3/1/23,Lyft,Lyft,in store,TRUE,transaction_1609,place,123 Example St,New York,TX,42478,US,,,805
account_0,1070.36,USD,,"['Entertainment', 'Movies']",13901324,2/15/23,Alamo Drafthouse,Alamo Drafthouse,in store,TRUE,transaction_1610,place,123 Example St,San Francisco,IL,19787,US,,,1673
account_1,1932.96,USD,,"['Entertainment', 'Movies']",13464780,4/22/23,Regal Cinemas,Regal Cinemas,in store,FALSE,transaction_1611,place,123 Example St,New York,NY,47787,US,,,4915
account_2,1093.96,USD,,"['Clothing', 'Apparel']",14273389,9/6/23,Nike,Nike,in store,FALSE,transaction_1612,place,123 Example St,New York,TX,70094,US,,,2557
account_3,1436.14,USD,,"['Entertainment', 'Movies']",16478103,12/11/23,Cinemark,Cinemark,in store,TRUE,transaction_1613,place,123 Example St,Chicago,CA,26436,US,,,3347
account_4,1231.17,USD,,"['Clothing', 'Apparel']",16734865,3/21/23,Under Armour,Under Armour,in store,TRUE,transaction_1614,place,123 Example St,Houston,NY,66343,US,,,3034
account_5,244.53,USD,,"['Entertainment', 'Movies']",17947441,8/31/23,Regal Cinemas,Regal Cinemas,in store,TRUE,transaction_1615,place,123 Example St,Chicago,IL,86914,US,,,1914
account_6,1536.43,USD,,"['Clothing', 'Apparel']",14147497,8/5/23,Old Navy,Old Navy,in store,FALSE,transaction_1616,place,123 Example St,New York,CA,61947,US,,,3933
account_7,1940.2,USD,,"['Travel', 'Airlines']",17524260,10/14/23,United Airlines,United Airlines,in store,TRUE,transaction_1617,place,123 Example St,Houston,NY,54019,US,,,4112
account_8,1226.26,USD,,"['Entertainment', 'Movies']",17285000,4/15/23,Alamo Drafthouse,Alamo Drafthouse,in store,TRUE,transaction_1618,place,123 Example St,San Francisco,IL,78462,US,,,2666
account_9,1238.9,USD,,"['Food and Drink', 'Restaurants']",18921483,4/7/23,Dunkin',Dunkin',in store,TRUE,transaction_1619,place,123 Example St,Houston,CA,41317,US,,,3118
account_0,32.89,USD,,"['Technology', 'Electronics']",15519678,11/4/23,Samsung,Samsung,in store,TRUE,transaction_1620,place,123 Example St,New York,CA,43816,US,,,4943
account_1,1209.78,USD,,"['Entertainment', 'Movies']",13627123,1/21/24,Landmark Theatres,Landmark Theatres,in store,TRUE,transaction_1621,place,123 Example St,New York,NY,65712,US,,,1846
account_2,1751.35,USD,,"['Technology', 'Electronics']",16556308,6/3/23,Samsung,Samsung,in store,TRUE,transaction_1622,place,123 Example St,Houston,TX,81838,US,,,788
account_3,986.39,USD,,"['Clothing', 'Apparel']",14688231,8/11/23,Levi's,Levi's,in store,FALSE,transaction_1623,place,123 Example St,Houston,IL,87222,US,,,2488
account_4,1076.3,USD,,"['Travel', 'Airlines']",13492009,1/4/24,JetBlue,JetBlue,in store,FALSE,transaction_1624,place,123 Example St,Los Angeles,TX,53514,US,,,4698
account_5,504.63,USD,,"['Technology', 'Electronics']",13543883,4/24/23,Apple Store,Apple Store,in store,FALSE,transaction_1625,place,123 Example St,Los Angeles,IL,16738,US,,,779
account_6,312.93,USD,,"['Transportation', 'Ride Share']",16573023,9/23/23,Lyft,Lyft,in store,FALSE,transaction_1626,place,123 Example St,Chicago,NY,87317,US,,,1043
account_7,1383.04,USD,,"['Food and Drink', 'Restaurants']",17956455,5/26/23,Starbucks,Starbucks,in store,TRUE,transaction_1627,place,123 Example St,New York,NY,94908,US,,,3810
account_8,521.26,USD,,"['Food and Drink', 'Restaurants']",18261321,12/25/23,Dunkin',Dunkin',in store,TRUE,transaction_1628,place,123 Example St,San Francisco,IL,75577,US,,,4550
account_9,1569.87,USD,,"['Shops', 'Supermarkets and Groceries']",14074363,12/14/23,Costco,Costco,in store,TRUE,transaction_1629,place,123 Example St,Los Angeles,CA,69385,US,,,2939
account_0,1757.78,USD,,"['Technology', 'Electronics']",18514083,6/8/23,Apple Store,Apple Store,in store,TRUE,transaction_1630,place,123 Example St,San Francisco,IL,72852,US,,,3581
account_1,282.65,USD,,"['Entertainment', 'Movies']",14248189,1/30/24,AMC Theaters,AMC Theaters,in store,FALSE,transaction_1631,place,123 Example St,Houston,TX,45383,US,,,4160
account_2,1032.92,USD,,"['Clothing', 'Apparel']",17135432,4/29/23,Old Navy,Old Navy,in store,FALSE,transaction_1632,place,123 Example St,Los Angeles,NY,44162,US,,,36
account_3,434.51,USD,,"['Food and Drink', 'Restaurants']",14337191,10/4/23,Dunkin',Dunkin',in store,TRUE,transaction_1633,place,123 Example St,Los Angeles,TX,90894,US,,,4445
account_4,668.1,USD,,"['Travel', 'Airlines']",14604056,5/31/23,Southwest Airlines,Southwest Airlines,in store,FALSE,transaction_1634,place,123 Example St,Houston,CA,17818,US,,,4993
account_5,1124.17,USD,,"['Technology', 'Electronics']",13999053,1/17/24,Microsoft Store,Microsoft Store,in store,TRUE,transaction_1635,place,123 Example St,Los Angeles,NY,27620,US,,,3916
account_6,916.64,USD,,"['Entertainment', 'Movies']",17809761,6/9/23,AMC Theaters,AMC Theaters,in store,FALSE,transaction_1636,place,123 Example St,Chicago,NY,56222,US,,,3219
account_7,1430.27,USD,,"['Technology', 'Electronics']",13270827,3/12/23,Samsung,Samsung,in store,TRUE,transaction_1637,place,123 Example St,Chicago,CA,26776,US,,,2028
account_8,1158.5,USD,,"['Technology', 'Electronics']",16448973,8/3/23,Sony,Sony,in store,TRUE,transaction_1638,place,123 Example St,Houston,IL,75859,US,,,3162
account_9,1706.29,USD,,"['Travel', 'Airlines']",14896842,11/5/23,United Airlines,United Airlines,in store,FALSE,transaction_1639,place,123 Example St,San Francisco,TX,31861,US,,,3723
account_0,279.64,USD,,"['Travel', 'Airlines']",14265920,12/22/23,Delta Airlines,Delta Airlines,in store,TRUE,transaction_1640,place,123 Example St,Los Angeles,CA,87402,US,,,4196
account_1,290.31,USD,,"['Transportation', 'Ride Share']",14764937,5/6/23,Lyft,Lyft,in store,TRUE,transaction_1641,place,123 Example St,New York,TX,83112,US,,,4866
account_2,1302.32,USD,,"['Travel', 'Airlines']",18909390,8/17/23,JetBlue,JetBlue,in store,FALSE,transaction_1642,place,123 Example St,Los Angeles,CA,52230,US,,,3276
account_3,938.9,USD,,"['Clothing', 'Apparel']",18132607,12/20/23,Levi's,Levi's,in store,TRUE,transaction_1643,place,123 Example St,New York,TX,33407,US,,,2126
account_4,1153.47,USD,,"['Travel', 'Airlines']",17708740,3/23/23,JetBlue,JetBlue,in store,FALSE,transaction_1644,place,123 Example St,New York,IL,39214,US,,,1642
account_5,1592.46,USD,,"['Food and Drink', 'Restaurants']",13528353,2/26/23,Subway,Subway,in store,FALSE,transaction_1645,place,123 Example St,New York,IL,80889,US,,,2377
account_6,687.45,USD,,"['Food and Drink', 'Restaurants']",13308436,9/18/23,Subway,Subway,in store,FALSE,transaction_1646,place,123 Example St,New York,IL,34505,US,,,4665
account_7,1571.62,USD,,"['Travel', 'Airlines']",13886325,8/23/23,Southwest Airlines,Southwest Airlines,in store,TRUE,transaction_1647,place,123 Example St,Los Angeles,IL,48662,US,,,1151
